time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2015-10-30T23:02:53.000Z,61.8584,-150.675,43.7,1.8,ml,50,50.3999959680003,,0.47,ak,ak11759261,2015-11-05T02:47:52.051Z,"35km WNW of Willow, Alaska",earthquake
2015-10-30T22:47:02.147Z,36.8122,-116.0078,9.6,-0.2,ml,7,289.7,0.086,0.026,nn,nn00517178,2015-10-31T00:25:28.415Z,"67km N of Pahrump, Nevada",earthquake
2015-10-30T22:40:09.270Z,41.4015,-112.1978333,3.58,0.99,md,15,95,0.159,0.12,uu,uu60128037,2015-10-31T18:29:51.420Z,"13km W of Willard, Utah",earthquake
2015-10-30T22:39:56.000Z,63.6416,-146.298,1,0.8,ml,11,118.799990496001,,0.73,ak,ak11759257,2015-11-05T02:47:51.211Z,"52km SSW of Delta Junction, Alaska",earthquake
2015-10-30T22:35:24.000Z,53.8886,-163.9143,19.2,2.4,ml,17,251.999979840002,,0.42,ak,ak11772821,2015-11-05T02:47:42.865Z,"111km SSW of False Pass, Alaska",earthquake
2015-10-30T22:27:18.000Z,61.9596,-149.5859,37.6,1.8,ml,35,71.9999942400005,,0.54,ak,ak11759243,2015-11-05T02:47:04.936Z,"26km SSE of Y, Alaska",earthquake
2015-10-30T22:10:48.000Z,51.9046,-177.6478,13.2,1.4,ml,13,169.199986464001,,0.35,ak,ak11759241,2015-11-05T02:47:24.137Z,"34km E of Tanaga Volcano, Alaska",earthquake
2015-10-30T22:05:28.000Z,61.9286,-149.2279,42.7,1.6,ml,26,89.9999928000006,,0.51,ak,ak11759237,2015-11-05T02:47:52.681Z,"20km N of Fishhook, Alaska",earthquake
2015-10-30T22:00:49.000Z,60.7379,-151.912,76.2,1.8,ml,35,43.1999965440003,,0.7,ak,ak11759235,2015-11-05T02:47:22.616Z,"34km W of Nikiski, Alaska",earthquake
2015-10-30T21:59:55.000Z,63.443,-147.7911,14.7,1,ml,14,136.799989056001,,0.56,ak,ak11759236,2015-11-05T02:47:23.425Z,"58km E of Cantwell, Alaska",earthquake
2015-10-30T21:59:01.200Z,18.9899,-64.373,32,2.9,Md,6,316.8,0.61534597,0.15,pr,pr15303048,2015-10-31T06:01:41.510Z,"68km NNE of Road Town, British Virgin Islands",earthquake
2015-10-30T21:52:13.030Z,37.4938333,-118.8498333,3.44,0.83,md,9,237,0.09743,0.04,nc,nc72546095,2015-11-02T17:03:08.070Z,"20km SSE of Mammoth Lakes, California",earthquake
2015-10-30T21:48:46.000Z,59.5842,-138.8357,6.9,1.7,ml,27,147.599988192001,,0.61,ak,ak11759191,2015-11-05T02:47:21.915Z,"50km E of Yakutat, Alaska",earthquake
2015-10-30T21:48:37.000Z,59.3609,-153.4252,0,0.1,ml,10,82.7999933760005,,0.26,ak,ak11759190,2015-11-05T02:47:53.344Z,"94km ESE of Old Iliamna, Alaska",earthquake
2015-10-30T21:48:05.600Z,28.107,53.1456,10,4.3,mb,,56,4.173,1.03,us,us200040y4,2015-10-30T23:25:59.725Z,"58km SW of Jahrom, Iran",earthquake
2015-10-30T21:43:41.390Z,-15.681,167.8406,123.28,4.8,mb,,181,0.656,0.79,us,us200040y1,2015-10-30T23:08:52.130Z,"64km NE of Norsup, Vanuatu",earthquake
2015-10-30T21:41:49.345Z,38.2075,-116.2762,0,1.4,ml,6,174.97,0.561,0.2098,nn,nn00517174,2015-10-31T00:25:18.713Z,"8km ENE of Warm Springs, Nevada",earthquake
2015-10-30T21:37:59.830Z,36.7453,-98.6647,5,3,mb_lg,,43,0.369,0.47,us,us200040xy,2015-11-02T18:41:12.260Z,"6km S of Alva, Oklahoma",earthquake
2015-10-30T21:24:13.335Z,36.7986,-116.0079,10.3,-0.1,ml,10,222.56,0.073,0.0592,nn,nn00517162,2015-10-30T22:11:27.359Z,"65km N of Pahrump, Nevada",earthquake
2015-10-30T21:18:38.000Z,57.4892,-154.7696,55.9,2.2,ml,12,122.399990208001,,0.23,ak,ak11772813,2015-11-05T02:47:42.226Z,"47km W of Larsen Bay, Alaska",earthquake
2015-10-30T21:16:21.890Z,33.4906667,-116.4183333,13.85,1.03,ml,32,117,0.03322,0.1,ci,ci37266055,2015-10-30T22:01:56.660Z,"22km SSW of La Quinta, California",earthquake
2015-10-30T21:12:26.821Z,39.3191,-118.4912,6.6,1.1,ml,9,189.97,0.406,0.1917,nn,nn00517172,2015-10-31T00:22:08.425Z,"30km SE of Fallon, Nevada",earthquake
2015-10-30T21:08:32.500Z,37.1268333,-97.6178333,3.92,1.9,ml,18,77,0.009288,0.05,ismpkansas,ismpkansas70148813,2015-11-02T19:17:52.760Z,"10km N of Caldwell, Kansas",earthquake
2015-10-30T21:07:09.000Z,61.3284,-146.6351,14.8,1.2,ml,22,46.7999962560003,,0.46,ak,ak11759147,2015-11-05T02:46:24.629Z,"26km NW of Valdez, Alaska",earthquake
2015-10-30T21:05:47.244Z,36.8117,-116.005,9.6,-0.2,ml,7,283.86,0.085,0.0293,nn,nn00517171,2015-10-30T22:30:09.850Z,"66km N of Pahrump, Nevada",earthquake
2015-10-30T20:57:32.000Z,63.192,-151.4102,2.9,1,ml,,,,0.53,ak,ak11759146,2015-11-05T02:46:26.096Z,"117km NW of Talkeetna, Alaska",earthquake
2015-10-30T20:52:20.000Z,51.751,-176.4952,58.9,1.9,ml,15,194.399984448001,,0.33,ak,ak11772810,2015-11-05T02:47:41.348Z,"18km SE of Adak, Alaska",earthquake
2015-10-30T20:48:11.760Z,33.865,-117.5031667,0.54,1.65,ml,40,51,0.04935,0.2,ci,ci37266039,2015-10-30T21:55:32.266Z,"2km SE of Home Gardens, California",quarry blast
2015-10-30T20:47:03.000Z,59.8839,-140.7066,9,1.4,ml,35,179.999985600001,,0.58,ak,ak11759144,2015-11-05T02:47:04.290Z,"66km NW of Yakutat, Alaska",earthquake
2015-10-30T20:38:12.200Z,33.4691667,-116.494,13.33,1.34,ml,47,79,0.07863,0.14,ci,ci37266023,2015-10-30T21:00:20.620Z,"19km ESE of Anza, California",earthquake
2015-10-30T20:33:06.067Z,39.3201,-119.9841,4.7,0.7,ml,15,67.29,0.049,0.1625,nn,nn00517148,2015-10-31T00:18:56.812Z,"7km N of Incline Village, Nevada",earthquake
2015-10-30T20:20:20.270Z,36.0892,-97.5724,5.21,3.8,mb_lg,,31,0.307,0.51,us,us200040xa,2015-11-01T19:06:06.040Z,"15km N of Crescent, Oklahoma",earthquake
2015-10-30T20:11:34.796Z,36.7041,-116.2785,7.1,0.1,ml,10,245.28,0.058,0.0876,nn,nn00517146,2015-10-30T20:28:56.647Z,"48km ESE of Beatty, Nevada",earthquake
2015-10-30T20:11:12.000Z,60.1871,-141.3674,0,1.2,ml,13,169.199986464001,,0.25,ak,ak11772808,2015-11-05T02:47:40.632Z,"60km ENE of Cape Yakataga, Alaska",earthquake
2015-10-30T20:08:01.000Z,60.426,-147.7018,1.1,1.6,ml,16,129.599989632001,,0.52,ak,ak11772807,2015-11-05T02:47:39.981Z,"66km SE of Whittier, Alaska",earthquake
2015-10-30T20:03:54.041Z,38.1954,-116.2656,4.4,2.6,ml,7,120.09,0.556,0.1941,nn,nn00517142,2015-10-31T16:01:32.040Z,"9km E of Warm Springs, Nevada",earthquake
2015-10-30T20:03:49.050Z,37.0613,-97.526,6.14,2.6,ml,,106,0.062,1.11,us,us200040wn,2015-10-31T15:55:34.361Z,"7km ENE of Caldwell, Kansas",earthquake
2015-10-30T20:00:31.210Z,-30.0804,-66.5701,26.78,4.7,mb,,54,2.332,1.3,us,us200040wh,2015-10-31T15:43:49.666Z,"39km NW of Chamical, Argentina",earthquake
2015-10-30T19:52:31.000Z,62.9506,-149.4187,79.6,1.9,ml,,,,0.66,ak,ak11759140,2015-11-05T02:46:25.452Z,"54km SSW of Cantwell, Alaska",earthquake
2015-10-30T19:51:42.760Z,33.8506667,-117.4918333,-0.55,1.34,ml,46,68,0.05117,0.19,ci,ci37265999,2015-10-30T20:13:22.576Z,"4km SE of Home Gardens, California",quarry blast
2015-10-30T19:45:32.859Z,40.4003,-119.4407,12.4,2.7,ml,10,71.98,0.543,0.1594,nn,nn00517140,2015-10-31T15:13:10.040Z,"20km SSW of Gerlach-Empire, Nevada",earthquake
2015-10-30T19:28:21.000Z,64.4607,-149.7307,24.3,2.2,ml,,,,0.59,ak,ak11759051,2015-11-05T02:46:27.417Z,"32km WSW of North Nenana, Alaska",earthquake
2015-10-30T19:20:49.320Z,-23.5628,179.9497,509.85,4.5,mb,,53,5.97,0.77,us,us200040vy,2015-10-31T14:42:59.729Z,"South of the Fiji Islands",earthquake
2015-10-30T19:17:43.800Z,18.9300003,-155.5456696,41.1,2.49,md,51,271,0.1257,0.16,hv,hv61083881,2015-10-30T19:21:20.170Z,"27km ESE of Hawaiian Ocean View, Hawaii",earthquake
2015-10-30T19:17:23.915Z,41.8614,-119.6339,11,2.3,ml,8,77.14,0.152,0.1727,nn,nn00517138,2015-10-30T19:34:59.843Z,"69km ESE of Lakeview, Oregon",earthquake
2015-10-30T19:07:35.000Z,64.4388,-149.7187,23.7,1.9,ml,41,53.9999956800003,,0.49,ak,ak11759048,2015-11-05T02:47:03.452Z,"32km WSW of North Nenana, Alaska",earthquake
2015-10-30T19:05:20.640Z,33.4773333,-116.8923333,2.82,0.73,ml,27,66,0.1259,0.17,ci,ci37265983,2015-10-30T19:53:35.494Z,"5km NNW of Aguanga, California",earthquake
2015-10-30T18:56:31.140Z,18.9205,-65.2353,33.65,2.8,md,,253,0.618,0.22,us,us2000410s,2015-10-31T14:10:53.553Z,"68km N of Culebra, Puerto Rico",earthquake
2015-10-30T18:52:44.540Z,38.8260002,-122.8526688,1.6,1.37,md,9,79,0.04735,0.03,nc,nc72546005,2015-10-30T18:54:20.500Z,"9km WNW of The Geysers, California",earthquake
2015-10-30T18:41:32.912Z,39.2081,-120.0706,9.9,0,ml,7,96,0.043,0.1463,nn,nn00517166,2015-10-31T00:12:38.471Z,"3km SSW of Tahoe Vista, California",earthquake
2015-10-30T18:33:18.910Z,46.6135,-119.8071667,7.821,0.42,md,5,240,0.03104,0.03,uw,uw60116308,2015-11-01T18:19:53.470Z,"11km SE of Desert Aire, Washington",earthquake
2015-10-30T18:33:04.420Z,46.6098333,-119.805,7.681,0.45,md,5,229,0.02971,0.04,uw,uw61085582,2015-11-01T18:18:49.390Z,"11km SE of Desert Aire, Washington",earthquake
2015-10-30T18:27:47.454Z,39.3512,-114.4821,12.4,1.4,ml,4,229.88,0.371,0.1865,nn,nn00517164,2015-10-31T00:12:32.836Z,"26km ESE of McGill, Nevada",earthquake
2015-10-30T18:27:41.430Z,33.7161667,-116.7635,15.81,0.8,ml,30,105,0.04142,0.14,ci,ci37265927,2015-10-30T18:50:06.815Z,"5km WSW of Idyllwild, California",earthquake
2015-10-30T18:02:00.000Z,51.4267,-176.1089,15.3,2.1,ml,10,277.199977824002,,0.24,ak,ak11772803,2015-11-05T02:47:55.427Z,"63km SE of Adak, Alaska",earthquake
2015-10-30T17:50:43.000Z,62.5349,-151.126,88.6,1.3,ml,12,97.1999922240006,,0.27,ak,ak11772802,2015-11-05T02:47:39.209Z,"57km WNW of Talkeetna, Alaska",earthquake
2015-10-30T17:48:09.000Z,53.3454,-167.3638,67.9,3.2,ml,29,190.799984736001,,0.34,ak,ak11758989,2015-11-05T02:48:05.147Z,"80km SW of Unalaska, Alaska",earthquake
2015-10-30T17:40:50.000Z,60.9429,-151.0729,24.6,1.9,ml,,,,0.52,ak,ak11758982,2015-11-05T02:46:26.748Z,"30km NNE of Nikiski, Alaska",earthquake
2015-10-30T17:40:30.000Z,64.6287,-146.9224,15.8,0.3,ml,9,82.7999933760005,,0.4,ak,ak11758983,2015-11-05T02:47:20.567Z,"7km ESE of Eielson Air Force Base, Alaska",earthquake
2015-10-30T17:38:47.850Z,35.2853333,-118.546,7.48,1.09,ml,22,86,0.1026,0.16,ci,ci37265911,2015-10-30T18:13:14.526Z,"19km NNW of Tehachapi, California",earthquake
2015-10-30T17:34:22.370Z,34.3381667,-116.8763333,-1.72,0.78,ml,16,96,0.04162,0.19,ci,ci37265903,2015-10-30T18:21:59.253Z,"9km NNW of Big Bear City, California",quarry blast
2015-10-30T17:30:58.940Z,35.048,-118.3231667,-0.92,1.25,ml,10,125,0.05922,0.18,ci,ci37265895,2015-10-30T18:17:24.234Z,"14km W of Mojave, California",quarry blast
2015-10-30T17:27:34.470Z,37.7835007,-121.9588318,8.26,1.86,md,16,66,0.07984,0.1,nc,nc72545970,2015-10-30T17:29:10.450Z,"1km ENE of San Ramon, California",earthquake
2015-10-30T17:26:56.900Z,19.1704,-65.9517,127,3.3,Md,9,277.2,0.88034898,0.61,pr,pr15303022,2015-10-31T14:03:15.040Z,"79km NNE of San Juan, Puerto Rico",earthquake
2015-10-30T17:23:51.000Z,61.8064,-150.5679,9.9,1.4,ml,,,,0.68,ak,ak11758980,2015-11-05T02:46:28.939Z,"28km WNW of Willow, Alaska",earthquake
2015-10-30T17:23:48.000Z,51.5612,-176.8502,25.4,1.4,ml,10,237.599980992002,,0.35,ak,ak11772797,2015-11-05T02:47:38.549Z,"37km SSW of Adak, Alaska",earthquake
2015-10-30T17:17:30.200Z,38.822834,-122.7976685,2.72,1.76,md,9,109,0.01496,0.01,nc,nc72545960,2015-10-30T17:19:05.870Z,"6km W of Cobb, California",earthquake
2015-10-30T17:08:42.000Z,59.5204,-153.011,100.3,2.8,ml,,,,0.48,ak,ak11758947,2015-11-05T02:47:37.008Z,"65km WSW of Anchor Point, Alaska",earthquake
2015-10-30T17:06:03.000Z,59.9194,-153.0834,117.5,2.2,ml,48,79.1999936640005,,0.57,ak,ak11758946,2015-11-05T02:47:02.779Z,"65km SSW of Redoubt Volcano, Alaska",earthquake
2015-10-30T16:52:43.820Z,36.8061,-98.6941,7.7,2.9,mb_lg,,149,0.388,0.62,us,us200040u9,2015-11-01T02:36:36.201Z,"2km W of Alva, Oklahoma",earthquake
2015-10-30T16:47:21.590Z,33.5201667,-116.5188333,13.08,0.56,ml,24,68,0.0386,0.16,ci,ci37265879,2015-10-30T17:21:49.573Z,"15km ESE of Anza, California",earthquake
2015-10-30T16:35:05.000Z,59.5548,-152.7285,73.1,1.8,ml,24,86.3999930880005,,0.45,ak,ak11758944,2015-11-05T02:47:19.704Z,"56km WSW of Anchor Point, Alaska",earthquake
2015-10-30T16:33:56.000Z,64.7134,-149.0661,23.1,0.3,ml,,,,0.56,ak,ak11758941,2015-11-05T02:46:30.798Z,"15km N of North Nenana, Alaska",earthquake
2015-10-30T16:19:58.572Z,38.5666,-118.3608,10.1,1.5,ml,11,95.79,0.133,0.0982,nn,nn00517099,2015-10-30T17:00:21.794Z,"23km ENE of Hawthorne, Nevada",earthquake
2015-10-30T16:19:58.300Z,19.1669,-64.5227,24,2.6,Md,3,342,0.90729844,0.21,pr,pr15303046,2015-10-31T04:10:33.471Z,"83km N of Road Town, British Virgin Islands",earthquake
2015-10-30T16:14:30.790Z,38.8566667,-122.9658333,8.4,1.16,md,7,90,0.01916,0.14,nc,nc72545955,2015-10-30T17:12:43.200Z,"7km NE of Cloverdale, California",earthquake
2015-10-30T16:12:48.000Z,63.5466,-147.3853,14.1,0.9,ml,15,136.799989056001,,0.6,ak,ak11772792,2015-11-05T02:47:37.876Z,"79km ENE of Cantwell, Alaska",earthquake
2015-10-30T16:07:56.580Z,36.5651667,-117.9325,4.84,1.46,ml,22,111,0.1053,0.17,ci,ci37265855,2015-10-30T17:21:56.934Z,"13km E of Lone Pine, California",earthquake
2015-10-30T16:01:41.000Z,64.9438,-148.9997,22.1,0.5,ml,16,111.599991072001,,0.61,ak,ak11758900,2015-11-05T02:47:19.072Z,"41km N of North Nenana, Alaska",earthquake
2015-10-30T16:01:15.000Z,63.1324,-144.5511,5.5,1.1,ml,11,97.1999922240006,,0.53,ak,ak11758901,2015-11-05T02:47:02.124Z,"81km WSW of Tok, Alaska",earthquake
2015-10-30T15:58:25.790Z,44.5964,-70.7123,3.35,1.7,ml,,96,0.317,0.51,us,us2000415i,2015-11-01T04:53:12.040Z,"13km WNW of Rumford, Maine",earthquake
2015-10-30T15:57:32.450Z,45.8463333,-120.3905,14.168,1.96,ml,10,115,0.1642,0.25,uw,uw61085492,2015-10-30T17:26:01.610Z,"33km E of Goldendale, Washington",earthquake
2015-10-30T15:48:01.000Z,59.9722,-153.2656,122.3,2.9,ml,119,57.5999953920004,,0.52,ak,ak11758892,2015-11-05T02:48:26.615Z,"64km SSW of Redoubt Volcano, Alaska",earthquake
2015-10-30T15:43:41.930Z,34.3406667,-116.8811667,-1.6,1.29,ml,46,61,0.04504,0.2,ci,ci37265839,2015-10-30T16:04:36.808Z,"10km NNW of Big Bear City, California",quarry blast
2015-10-30T15:37:41.000Z,60.1941,-141.1743,0,1.1,ml,12,100.799991936001,,0.44,ak,ak11758889,2015-11-05T02:47:00.754Z,"71km ENE of Cape Yakataga, Alaska",earthquake
2015-10-30T15:28:48.092Z,39.9768,-120.8889,12.6,0.7,ml,8,205.46,0.106,0.1584,nn,nn00517163,2015-10-30T21:31:24.947Z,"4km N of East Quincy, California",earthquake
2015-10-30T15:03:06.110Z,37.5043333,-119.3508333,7.46,0.9,md,11,110,0.1822,0.31,nc,nc72545950,2015-10-30T17:08:41.860Z,"32km NE of Oakhurst, California",earthquake
2015-10-30T14:53:03.000Z,59.9853,-140.8685,4.6,1.1,ml,16,176.399985888001,,0.46,ak,ak11758846,2015-11-05T02:47:18.371Z,"80km NW of Yakutat, Alaska",earthquake
2015-10-30T14:52:10.000Z,58.2341,-153.0362,40.8,2.4,ml,30,93.5999925120006,,0.51,ak,ak11758847,2015-11-05T02:47:53.997Z,"58km NNW of Kodiak Station, Alaska",earthquake
2015-10-30T14:33:35.000Z,65.1788,-152.6983,9.4,0.9,ml,10,118.799990496001,,0.42,ak,ak11772785,2015-11-05T02:47:37.151Z,"29km W of Tanana, Alaska",earthquake
2015-10-30T14:26:27.000Z,61.3913,-146.6308,13.2,1.1,ml,16,57.5999953920004,,0.41,ak,ak11772784,2015-11-05T02:47:36.450Z,"32km NNW of Valdez, Alaska",earthquake
2015-10-30T14:17:09.405Z,38.1678,-118.1991,9.3,0.9,ml,7,177.21,0.254,0.1314,nn,nn00517095,2015-10-30T16:47:34.119Z,"54km SE of Hawthorne, Nevada",earthquake
2015-10-30T14:03:34.000Z,60.4898,-143.0368,13,0.8,ml,,,,0.51,ak,ak11758799,2015-11-05T02:46:29.685Z,"57km NW of Cape Yakataga, Alaska",earthquake
2015-10-30T14:03:17.000Z,59.4579,-152.5086,69.4,2.9,ml,,,,0.78,ak,ak11758796,2015-11-05T02:47:01.446Z,"52km SW of Anchor Point, Alaska",earthquake
2015-10-30T13:37:40.674Z,36.9991,-116.266,6.7,0.1,ml,6,137.34,0.068,0.0785,nn,nn00517137,2015-10-30T19:19:37.459Z,"45km ENE of Beatty, Nevada",earthquake
2015-10-30T13:36:08.906Z,41.8727,-119.6202,7.9,0.5,ml,4,221.49,0.153,0.1776,nn,nn00517136,2015-10-30T19:13:21.871Z,"69km ESE of Lakeview, Oregon",earthquake
2015-10-30T13:28:11.500Z,19.1569,-64.5302,34,2.7,Md,4,327.6,0.89472202,0.14,pr,pr15303045,2015-10-31T04:09:45.317Z,"82km N of Road Town, British Virgin Islands",earthquake
2015-10-30T13:26:51.000Z,63.5375,-150.7601,9.9,1.5,ml,,,,0.6,ak,ak11758793,2015-11-05T02:46:31.456Z,"91km W of Cantwell, Alaska",earthquake
2015-10-30T13:25:46.000Z,63.6099,-147.9796,11.1,1.4,ml,,,,0.62,ak,ak11758792,2015-11-05T02:46:34.003Z,"54km ENE of Cantwell, Alaska",earthquake
2015-10-30T13:20:13.656Z,41.8497,-119.6484,7.7,0.8,ml,4,224.65,0.152,0.1227,nn,nn00517160,2015-10-30T21:22:06.225Z,"68km ESE of Lakeview, Oregon",earthquake
2015-10-30T13:18:46.000Z,63.5257,-150.8094,10.8,1.1,ml,,,,0.66,ak,ak11758790,2015-11-05T02:46:33.242Z,"93km W of Cantwell, Alaska",earthquake
2015-10-30T13:14:00.000Z,59.6357,-152.4354,72.1,2.4,ml,79,82.7999933760005,,0.52,ak,ak11758787,2015-11-05T02:47:00.125Z,"37km WSW of Anchor Point, Alaska",earthquake
2015-10-30T13:13:14.344Z,38.9394,-118.1576,0,2,ml,31,80.08,0.118,,nn,nn00517085,2015-10-30T13:16:13.156Z,"21km WNW of Gabbs, Nevada",earthquake
2015-10-30T13:03:14.000Z,64.4709,-149.6718,23.3,0.6,ml,18,82.7999933760005,,0.5,ak,ak11758750,2015-11-05T02:47:17.591Z,"29km WSW of North Nenana, Alaska",earthquake
2015-10-30T12:59:47.170Z,34.0236667,-117.1098333,12.08,0.83,ml,41,81,0.01197,0.16,ci,ci37265775,2015-10-30T15:50:18.781Z,"6km SSE of Mentone, California",earthquake
2015-10-30T12:41:42.000Z,60.7566,-152.2836,93.6,1.8,ml,26,82.7999933760005,,0.33,ak,ak11758748,2015-11-05T02:47:16.649Z,"39km NE of Redoubt Volcano, Alaska",earthquake
2015-10-30T12:41:39.000Z,63.0379,-150.6482,113.9,1.4,ml,20,57.5999953920004,,0.3,ak,ak11772775,2015-11-05T02:47:35.784Z,"84km NNW of Talkeetna, Alaska",earthquake
2015-10-30T12:41:07.000Z,65.0604,-148.6258,11.3,0.8,ml,,,,0.44,ak,ak11758746,2015-11-05T02:46:35.576Z,"37km NW of Ester, Alaska",earthquake
2015-10-30T12:39:27.469Z,39.8035,-120.7547,0,0.3,ml,4,147.81,0.114,0.1819,nn,nn00517156,2015-10-30T21:09:40.420Z,"18km SE of East Quincy, California",earthquake
2015-10-30T12:25:26.762Z,41.8774,-119.6047,7,1.4,ml,4,221.11,0.16,0.1104,nn,nn00517083,2015-10-30T13:12:09.141Z,"70km ESE of Lakeview, Oregon",earthquake
2015-10-30T12:23:36.150Z,36.4920006,-121.0684967,2.01,1.84,md,10,176,0.08148,0.04,nc,nc72545925,2015-10-30T12:25:14.950Z,"24km ENE of Soledad, California",earthquake
2015-10-30T12:15:56.700Z,19.0695,-64.4318,25,2.6,Md,3,345.6,0.86777256,0.34,pr,pr15303043,2015-10-31T02:54:10.247Z,"74km NNE of Road Town, British Virgin Islands",earthquake
2015-10-30T12:11:17.290Z,37.7955017,-121.9749985,7.75,1.35,md,10,95,0.06476,0.04,nc,nc72545920,2015-10-30T12:12:55.170Z,"1km N of San Ramon, California",earthquake
2015-10-30T12:07:00.000Z,65.8339,-149.774,11.4,1,Ml,15,104.4,,0.67,ak,ak11758745,2015-11-05T02:47:59.729Z,"101km NNE of Manley Hot Springs, Alaska",earthquake
2015-10-30T12:06:44.407Z,41.8638,-119.5948,8.7,2.1,ml,8,76.18,0.174,0.1702,nn,nn00517077,2015-10-31T00:03:15.197Z,"71km ESE of Lakeview, Oregon",earthquake
2015-10-30T12:05:26.270Z,32.0913333,-116.3415,5.73,2.31,ml,11,329,0.6503,0.16,ci,ci37265751,2015-10-30T15:47:12.744Z,"36km NE of Ensenada, B.C., MX",earthquake
2015-10-30T12:02:48.016Z,41.0728,-120.1651,7,1.3,ml,6,127.53,0.836,0.1863,nn,nn00517076,2015-10-31T00:03:08.164Z,"55km SE of Alturas, California",earthquake
2015-10-30T11:58:33.200Z,19.128,-64.5309,41,3,Md,4,327.6,0.8695692,0.25,pr,pr15303044,2015-10-31T03:32:08.122Z,"79km N of Road Town, British Virgin Islands",earthquake
2015-10-30T11:47:49.380Z,19.1576672,-155.4838409,42.7,2.47,md,33,126,0.02066,0.1,hv,hv61083691,2015-10-30T11:50:58.120Z,"5km S of Pahala, Hawaii",earthquake
2015-10-30T11:46:03.000Z,62.2516,-150.9688,71.2,1.5,ml,35,57.5999953920004,,0.29,ak,ak11758741,2015-11-05T02:47:32.505Z,"45km W of Talkeetna, Alaska",earthquake
2015-10-30T11:45:44.670Z,43.9366667,-122.1713333,35.576,1.46,ml,8,92,0.1424,0.19,uw,uw60116208,2015-10-30T17:51:23.510Z,"31km NE of Oakridge, Oregon",earthquake
2015-10-30T11:45:36.730Z,43.9325,-122.165,36.465,1.43,ml,11,171,0.1433,0.21,uw,uw61085437,2015-10-30T17:47:12.160Z,"31km NE of Oakridge, Oregon",earthquake
2015-10-30T11:40:27.560Z,36.0655,-120.207,9.69,2.16,md,63,93,0.07902,0.1,nc,nc72545910,2015-10-30T22:29:29.550Z,"9km NW of Avenal, California",earthquake
2015-10-30T11:37:06.370Z,35.856,-97.355,5.8,3.2,ml,,,,0.44,us,us200040pl,2015-11-01T22:46:32.357Z,"6km ESE of Guthrie, Oklahoma",earthquake
2015-10-30T11:30:45.900Z,19.0853,-64.5759,63,3,Md,8,291.6,0.66475331,0.5,pr,pr15303041,2015-10-31T03:30:42.402Z,"74km N of Road Town, British Virgin Islands",earthquake
2015-10-30T11:29:37.573Z,41.8726,-119.6038,6.4,1.5,ml,5,208.53,0.163,0.0699,nn,nn00517074,2015-10-30T13:15:19.470Z,"70km ESE of Lakeview, Oregon",earthquake
2015-10-30T11:29:26.400Z,19.0702,-64.5596,38,2.7,Md,3,342,1.02228279,0.31,pr,pr15303042,2015-10-31T02:28:36.207Z,"72km N of Road Town, British Virgin Islands",earthquake
2015-10-30T11:27:24.220Z,33.5245,-116.4683333,9,0.6,ml,27,95,0.06183,0.11,ci,ci37265727,2015-10-30T15:43:12.696Z,"19km E of Anza, California",earthquake
2015-10-30T11:26:44.470Z,25.0973,99.527,30.05,5.1,mb,,47,5.506,0.81,us,us200040pj,2015-10-30T15:08:04.361Z,"30km NNW of Youdian, China",earthquake
2015-10-30T11:25:25.000Z,51.9796,-175.4957,228.3,2.7,ml,10,338.399972928002,,0.46,ak,ak11772771,2015-11-05T02:49:18.565Z,"80km E of Adak, Alaska",earthquake
2015-10-30T11:18:26.250Z,39.3552,-120.0166,4.5,0,ml,9,176,0.064,0.1627,nn,nn00517121,2015-10-30T23:59:58.424Z,"12km NNW of Incline Village, Nevada",earthquake
2015-10-30T11:10:06.600Z,18.7637,-64.4558,28,2.5,Md,3,345.6,0.62432912,0.2,pr,pr15303039,2015-10-31T01:00:20.972Z,"41km NNE of Road Town, British Virgin Islands",earthquake
2015-10-30T11:07:46.000Z,51.1445,-177.6579,21.8,2,ml,9,295.199976384002,,0.44,ak,ak11772770,2015-11-05T02:47:34.001Z,"88km SSE of Tanaga Volcano, Alaska",earthquake
2015-10-30T11:04:50.200Z,19.1235,-64.6867,43,3.2,Md,3,342,0.98814681,0.05,pr,pr15303040,2015-10-31T01:12:56.641Z,"78km N of Road Town, British Virgin Islands",earthquake
2015-10-30T11:00:57.500Z,19.1543,-64.6348,39,2.6,Md,5,302.4,0.73302527,0.2,pr,pr15303036,2015-10-30T23:56:16.652Z,"81km N of Road Town, British Virgin Islands",earthquake
2015-10-30T10:56:41.700Z,19.1215,-64.5582,45,2.7,Md,4,327.6,0.8525012,0.18,pr,pr15303034,2015-10-30T23:19:27.876Z,"78km N of Road Town, British Virgin Islands",earthquake
2015-10-30T10:46:45.000Z,64.5979,-149.614,14.2,0.8,ml,28,82.7999933760005,,0.56,ak,ak11758700,2015-11-05T02:47:31.834Z,"24km W of North Nenana, Alaska",earthquake
2015-10-30T10:46:37.000Z,60.0899,-150.8357,57.9,1.5,ml,19,82.7999933760005,,0.38,ak,ak11772768,2015-11-05T02:47:33.315Z,"40km SE of Cohoe, Alaska",earthquake
2015-10-30T10:45:35.000Z,60.1332,-153.3623,155.7,2,ml,25,89.9999928000006,,0.63,ak,ak11772767,2015-11-05T02:47:30.708Z,"52km SW of Redoubt Volcano, Alaska",earthquake
